id~url~title~releasDate~desc~developers~discount~discountCost~realCost~reviewUrl
11~http://store.steampowered.com/app/282070/This_War_of_Mine/?snr=1_7_7_230_150_1~This War of Mine~14-Nov-2014~In This War Of Mine you do not play as an elite soldier, rather a group of civilians trying to survive in a besieged city; struggling with lack of food, medicine and constant danger from snipers and hostile scavengers. The game provides an experience of war seen from an entirely new angle.~11 bit studios~-80%~7~36.95~http://steamcommunity.com/app/282070/reviews/
12~http://store.steampowered.com/app/570/Dota_2/?snr=1_7_7_230_150_1~Dota 2~9-Jul-2013~Every day, millions of players worldwide enter battle as one of over a hundred Dota heroes. And no matter if it's their 10th hour of play or 1,000th, there's always something new to discover. With regular updates that ensure a constant evolution of gameplay, features, and heroes, Dota 2 has truly taken on a life of its own.~Valve~~~0~http://steamcommunity.com/app/570/reviews/
13~http://store.steampowered.com/app/504370/Battlerite/?snr=1_7_7_230_150_1~Battlerite~8-Nov-2017~BATTLERITE​ ​is​ ​an​ ​action-packed​ ​team​ ​arena​ ​brawler.​ ​Experience​ ​the​ ​unique​ ​combination​ ​of​ top-down​ ​shooter​ meets​ ​fast-paced​ ​fighting​ ​game and challenge ​friends​ ​and​ foes​ ​in​ ​a​ ​battle​ ​of reaction. The Arena awaits!~Stunlock Studios~~~0~http://steamcommunity.com/app/504370/reviews/
14~http://store.steampowered.com/app/627270/Injustice_2/?snr=1_7_7_230_150_1~Injustice™ 2~14-Nov-2017~Build and power up the ultimate version of your favourite DC legends in INJUSTICE 2. This is your Legend. Your Journey. Your Injustice.~NetherRealm Studios																					,											QLOC~~~149~http://steamcommunity.com/app/627270/reviews/
15~http://store.steampowered.com/app/674940/Stick_Fight_The_Game/?snr=1_7_7_230_150_1~Stick Fight: The Game~28-Sep-2017~Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.~Landfall West~~~14.95~http://steamcommunity.com/app/674940/reviews/
16~http://store.steampowered.com/app/236390/War_Thunder/?snr=1_7_7_230_150_1~War Thunder~15-Aug-2013~War Thunder is a free-to-play, cross-platform MMO combat game for Windows, Linux, Mac and PlayStation®4 dedicated to military vehicles used in the World War II and the Korean War periods. Fight in major air, land, and sea battles, with international players in an ever developing environment.~Gaijin Entertainment~~~0~http://steamcommunity.com/app/236390/reviews/
17~http://store.steampowered.com/app/294100/RimWorld/?snr=1_7_7_230_150_2~RimWorld~15-Jul-2016~A sci-fi colony sim driven by an intelligent AI storyteller. Inspired by Dwarf Fortress and Firefly. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.~Ludeon Studios~~~53~http://steamcommunity.com/app/294100/reviews/
18~http://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_230_150_2~Stardew Valley~26-Feb-2016~You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?~ConcernedApe~~~39.95~http://steamcommunity.com/app/413150/reviews/
19~http://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_230_150_2~Factorio~25-Feb-2016~Factorio is a game about building and creating automated factories to produce items of increasing complexity, within an infinite 2D world. Use your imagination to design your factory, combine simple elements into ingenious structures, and finally protect it from the creatures who don't really like you.~Wube Software LTD.~~~35~http://steamcommunity.com/app/427520/reviews/
20~http://store.steampowered.com/app/456670/Hand_of_Fate_2/?snr=1_7_7_230_150_2~Hand of Fate 2~7-Nov-2017~A new hero rises to challenge the Dealer in Hand of Fate 2! Master a living boardgame of infinitely replayable quests - unlock new cards, build your adventure, then defeat your foes in brutal real-time combat! Draw your cards, play your hand and discover your fate!~Defiant Development~~~53~http://steamcommunity.com/app/456670/reviews/
21~http://store.steampowered.com/app/431960/Wallpaper_Engine/?snr=1_7_7_230_150_2~Wallpaper Engine~10-Oct-2016~Use stunning live wallpapers on your desktop. Create your own custom wallpapers and share them on Steam Workshop!~Kristjan Skutta~~~11.95~http://steamcommunity.com/app/431960/reviews/
22~http://store.steampowered.com/app/577800/NBA_2K18/?snr=1_7_7_230_150_2~NBA 2K18~14-Sep-2017~The highest rated* annual sports title returns with NBA 2K18, featuring unparalleled authenticity and improvements on the court.*According to 2008 - 2016 Metacritic.~Visual Concepts~~~179.99~http://steamcommunity.com/app/577800/reviews/
23~http://store.steampowered.com/app/601510/YuGiOh_Duel_Links/?snr=1_7_7_230_150_2~Yu-Gi-Oh! Duel Links~16-Nov-2017~Take on Duelists around the world with Yu-Gi-Oh! Duel Links! Step into a world that crosses dimensions and connects all Duelists. In Duel World, any location transforms into a Duel Field where heated Duels unfold!~Konami Digital Entertainment~~~0~http://steamcommunity.com/app/601510/reviews/
24~http://store.steampowered.com/app/444090/Paladins/?snr=1_7_7_230_150_2~Paladins®~15-Sep-2016~Enter a fantasy world of ancient technology in Paladins, a team-based shooter with strategy elements and deep character customization. Through a unique collectible card system, players can amplify and augment a character’s core set of abilities to play exactly how they want to play.~Hi-Rez Studios~~~0~http://steamcommunity.com/app/444090/reviews/
25~http://store.steampowered.com/app/4000/Garrys_Mod/?snr=1_7_7_230_150_2~Garry's Mod~29-Nov-2006~Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.~Facepunch Studios~~~27.95~http://steamcommunity.com/app/4000/reviews/
26~http://store.steampowered.com/app/607890/Sword_Art_Online_Hollow_Realization_Deluxe_Edition/?snr=1_7_7_230_150_2~Sword Art Online: Hollow Realization Deluxe Edition~27-Oct-2017~2026, Sword Art: Origin, a new VRMMORPG has emerged. Kirito meets a mysterious NPC and receives a cryptic message.~AQURIA~~~111.95~http://steamcommunity.com/app/607890/reviews/
27~http://store.steampowered.com/app/741260/Mobile_Empire/?snr=1_7_7_230_150_2~Mobile Empire~17-Nov-2017~Mobile Empire is a high degree of freedom stand-alone simulation game with the theme of making mobile phones. You're going to be an entrepreneur who's back in 2001, because you've got the startup capital of a mysterious investor, and you're starting to create miracles and become a new technology giant!~Shanghai huan zhen Info Tech Ltd~~~22~http://steamcommunity.com/app/741260/reviews/
28~http://store.steampowered.com/app/386360/SMITE/?snr=1_7_7_230_150_2~SMITE®~8-Sep-2015~Rally here! Join millions of players in Smite, the online battleground of the gods. Whether this is your first Multiplayer Online Battle Arena (MOBA) game or you're a seasoned veteran, the competitive action and irreverent mythology of SMITE will make you a believer.~Hi-Rez Studios~~~0~http://steamcommunity.com/app/386360/reviews/
29~http://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_230_150_2~Terraria~16-May-2011~Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!~Re-Logic~~~27.95~http://steamcommunity.com/app/105600/reviews/
30~http://store.steampowered.com/app/274190/Broforce/?snr=1_7_7_230_150_2~Broforce~15-Oct-2015~When evil threatens the world, the world calls on Broforce - an under-funded, over-powered paramilitary organization dealing exclusively in excessive force. Brace your loins with up to four players to run ‘n’ gun as dozens of different bros and eliminate the opposing terrorist forces that threaten our way of life.~Free Lives~-75%~9~39.95~http://steamcommunity.com/app/274190/reviews/
31~http://store.steampowered.com/app/322330/Dont_Starve_Together/?snr=1_7_7_230_150_2~Don't Starve Together~21-Apr-2016~Don't Starve Together is the standalone multiplayer expansion of the uncompromising survival game Don't Starve.~Klei Entertainment~~~31~http://steamcommunity.com/app/322330/reviews/
32~http://store.steampowered.com/app/304050/Trove/?snr=1_7_7_230_150_2~Trove~9-Jul-2015~Trove – Adventures is live! Explore a new biome, level your club, and set off for epic new adventures in this new FREE expansion!~Trion Worlds~~~0~http://steamcommunity.com/app/304050/reviews/
33~http://store.steampowered.com/app/457140/Oxygen_Not_Included/?snr=1_7_7_230_150_2~Oxygen Not Included~18-May-2017~Oxygen Not Included is a space-colony simulation game. Deep inside an alien space rock your industrious crew will need to master science, overcome strange new lifeforms, and harness incredible space tech to survive, and possibly, thrive.~Klei Entertainment~~~45~http://steamcommunity.com/app/457140/reviews/
34~http://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_230_150_2~Euro Truck Simulator 2~16-Jan-2013~Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore from the UK, Belgium, Germany, Italy, the Netherlands, Poland, and many more, your endurance, skill and speed will all be pushed to their limits.~SCS Software~~~54.95~http://steamcommunity.com/app/227300/reviews/
35~http://store.steampowered.com/app/346110/ARK_Survival_Evolved/?snr=1_7_7_230_150_2~ARK: Survival Evolved~29-Aug-2017~Stranded on the shores of a mysterious island, you must learn to survive. Use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape!~Studio Wildcard																					,											Instinct Games																					,											Efecto Studios																					,											Virtual Basement LLC~~~133.95~http://steamcommunity.com/app/346110/reviews/
36~http://store.steampowered.com/app/550/Left_4_Dead_2/?snr=1_7_7_230_150_3~Left 4 Dead 2~16-Nov-2009~Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.~Valve~~~49.95~http://steamcommunity.com/app/550/reviews/
37~http://store.steampowered.com/app/675010/Spintires_MudRunner/?snr=1_7_7_230_150_3~Spintires: MudRunner~30-Oct-2017~Spintires: MudRunner is the ultimate version of the million-seller hit Spintires. Drive incredible all-terrain vehicles, venturing across extreme landscape! It’s not just an enhanced edition, it’s the ultimate off-road experience!~Saber Interactive~~~83.95~http://steamcommunity.com/app/675010/reviews/
38~http://store.steampowered.com/app/221380/Age_of_Empires_II_HD/?snr=1_7_7_230_150_3~Age of Empires II HD~9-Apr-2013~Age of Empires II has been re-imagined in high definition with new features, trading cards, improved AI, workshop support, multiplayer, Steamworks integration and more!~Skybox Labs																					,											Hidden Path Entertainment																					,											Ensemble Studios~~~49.95~http://steamcommunity.com/app/221380/reviews/
39~http://store.steampowered.com/app/495280/Disgaea_2_PC__2_PC/?snr=1_7_7_230_150_3~Disgaea 2 PC / 魔界戦記ディスガイア2 PC~30-Jan-2017~When Adell and his family accidentally kidnap the Princess of the Netherworld, all hell breaks loose. Adell races to return the Princess to her home, where he hopes to defeat the Overlord and break the curse on his world.~Nippon Ichi Software, Inc.~-40%~29~49.95~http://steamcommunity.com/app/495280/reviews/
40~http://store.steampowered.com/app/220200/Kerbal_Space_Program/?snr=1_7_7_230_150_3~Kerbal Space Program~27-Apr-2015~Kerbal Space Program 1.3: Away with words is now available.Version 1.3 includes the total localization of Kerbal Space Program in four more languages: Japanese, Simplified Chinese, Russian and Spanish. Additionally, the official mod Asteroid Day is now fully integrated together with the new Ambient Light Adjustment feature.~Squad~~~92.95~http://steamcommunity.com/app/220200/reviews/
41~http://store.steampowered.com/app/236850/Europa_Universalis_IV/?snr=1_7_7_230_150_3~Europa Universalis IV~13-Aug-2013~The empire building game Europa Universalis IV gives you control of a nation to guide through the years in order to create a dominant global empire. Rule your nation through the centuries, with unparalleled freedom, depth and historical accuracy.~Paradox Development Studio~-75%~23~92.95~http://steamcommunity.com/app/236850/reviews/
42~http://store.steampowered.com/app/447020/Farming_Simulator_17/?snr=1_7_7_230_150_3~Farming Simulator 17~24-Oct-2016~Take on the role of a modern farmer in Farming Simulator 17! Explore farming possibilities in a new North American environment. Drive over 250 farming vehicles and equipment from over 75 manufacturers, including new brands such as Challenger, Fendt, Valtra or Massey Ferguson.~Giants Software~~~79.95~http://steamcommunity.com/app/447020/reviews/
43~http://store.steampowered.com/app/647830/LEGO_Marvel_Super_Heroes_2/?snr=1_7_7_230_150_3~LEGO® Marvel Super Heroes 2~14-Nov-2017~It's about TIME! Join your favorite Super Heroes and Super Villains from different eras and realities as they go head-to-head with the time-traveling Kang the Conqueror in the all-new, original adventure, LEGO® Marvel Super Heroes 2!~TT Games~~~69~http://steamcommunity.com/app/647830/reviews/
44~http://store.steampowered.com/app/732430/Superflight/?snr=1_7_7_230_150_3~Superflight~8-Nov-2017~Superflight is an intense, easy to learn wingsuit game with an infinite number of beautiful procedurally generated maps. A great game to relax for half an hour and chase your latest highscore!~GrizzlyGames~~~7.5~http://steamcommunity.com/app/732430/reviews/
45~http://store.steampowered.com/app/433340/Slime_Rancher/?snr=1_7_7_230_150_3~Slime Rancher~1-Aug-2017~Slime Rancher is the tale of Beatrix LeBeau, a plucky, young rancher who sets out for a life a thousand light years away from Earth on the ‘Far, Far Range’ where she tries her hand at making a living wrangling slimes.~Monomi Park~~~49.95~http://steamcommunity.com/app/433340/reviews/
46~http://store.steampowered.com/app/477160/Human_Fall_Flat/?snr=1_7_7_230_150_3~Human: Fall Flat~22-Jul-2016~Human:Fall Flat is a quirky, open-ended physics-based puzzle and exploration game set in floating dreamscapes. Your goal is to escape these surreal dreams by solving puzzles with nothing but your wits and physics. FREE content update available now!~No Brakes Games~~~39.95~http://steamcommunity.com/app/477160/reviews/
47~http://store.steampowered.com/app/8930/Sid_Meiers_Civilization_V/?snr=1_7_7_230_150_3~Sid Meier's Civilization® V~23-Sep-2010~Create, discover, and download new player-created maps, scenarios, interfaces, and more!~Firaxis Games																					,											Aspyr (Mac, Linux)~~~73.95~http://steamcommunity.com/app/8930/reviews/
48~http://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_230_150_3~BeamNG.drive~29-May-2015~A dynamic soft-body physics vehicle simulator capable of doing just about anything.~BeamNG~~~45~http://steamcommunity.com/app/284160/reviews/
49~http://store.steampowered.com/app/493900/Dungeons_3/?snr=1_7_7_230_150_3~Dungeons 3~13-Oct-2017~At last, the Dungeon Lord has successfully united the forces of evil and established his dark empire. Time for the next step in his most diabolical quest: expansion!~Realmforge Studios~~~92.95~http://steamcommunity.com/app/493900/reviews/
50~http://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild/?snr=1_7_7_230_150_3~theHunter: Call of the Wild™~16-Feb-2017~Experience the thrill of the hunt in a visually breathtaking, technically groundbreaking, vast open world. Immerse yourself in the atmospheric single player campaign, or share the ultimate hunting experience with friends.~Expansive Worlds~~~73.95~http://steamcommunity.com/app/518790/reviews/
51~http://store.steampowered.com/app/387990/Scrap_Mechanic/?snr=1_7_7_230_150_4~Scrap Mechanic~19-Jan-2016~Welcome to the machine-filled creative paradise of Scrap Mechanic, a multiplayer sandbox game with imagination and ingenuity at its core. Create fantastic machines, transforming vehicles or sneaky traps. The possibilities are endless with Scrap Mechanics powerful tools.~Axolot Games~~~49.95~http://steamcommunity.com/app/387990/reviews/
52~http://store.steampowered.com/app/391540/Undertale/?snr=1_7_7_230_150_4~Undertale~15-Sep-2015~UNDERTALE! The RPG game where you don't have to destroy anyone.~tobyfox~~~27.95~http://steamcommunity.com/app/391540/reviews/
53~http://store.steampowered.com/app/493340/Planet_Coaster/?snr=1_7_7_230_150_4~Planet Coaster~17-Nov-2016~Planet Coaster® - the future of coaster park simulation games has arrived! Surprise, delight and thrill incredible crowds as you build your coaster park empire - let your imagination run wild, and share your success with the world.~Frontier Developments~~~150~http://steamcommunity.com/app/493340/reviews/
54~http://store.steampowered.com/app/253230/A_Hat_in_Time/?snr=1_7_7_230_150_4~A Hat in Time~5-Oct-2017~A Hat in Time is a cute-as-heck 3D platformer featuring a little girl who stitches hats for wicked powers! Freely explore giant worlds and recover Time Pieces to travel to new heights!~Gears for Breakfast~~~73.95~http://steamcommunity.com/app/253230/reviews/
55~http://store.steampowered.com/app/213670/South_Park_The_Stick_of_Truth/?snr=1_7_7_230_150_4~South Park™: The Stick of Truth™~3-Mar-2014~From the perilous battlefields of the fourth-grade playground, a young hero will rise, destined to be South Park’s savior. From the creators of South Park, Trey Parker and Matt Stone, comes an epic quest to become… cool. Introducing South Park™: The Stick of Truth™.For a thousand years, the battle has been waged.~Obsidian Entertainment~~~59.99~http://steamcommunity.com/app/213670/reviews/
56~http://store.steampowered.com/app/6060/Star_Wars_Battlefront_2_Classic_2005/?snr=1_7_7_230_150_4~Star Wars: Battlefront 2 (Classic, 2005)~1-Nov-2005~Join the rise of Darth Vader’s elite 501st Legion of Stormtroopers as you fight through an all new story-based saga where every action you take impacts the battlefront and, ultimately, the fate of the Star Wars galaxy.~Pandemic Studios~~~27.95~http://steamcommunity.com/app/6060/reviews/
57~http://store.steampowered.com/app/525480/hackGU_Last_Recode/?snr=1_7_7_230_150_4~.hack//G.U. Last Recode~3-Nov-2017~.hack//G.U. is back! This collection includes all 3 original .hack//G.U. titles, Rebirth, Reminisce, and Redemption, all fully restored and remastered. As well as an all new 4th Volume: .hack//G.U. Reconnection.~CyberConnect2~~~160~http://steamcommunity.com/app/525480/reviews/
58~http://store.steampowered.com/app/264710/Subnautica/?snr=1_7_7_230_150_4~Subnautica~16-Jan-2018~Descend into the depths of an alien underwater world filled with wonder and peril. Craft equipment, pilot submarines and out-smart wildlife to explore lush coral reefs, volcanoes, cave systems, and more - All while trying to survive.~Unknown Worlds Entertainment~~~45~http://steamcommunity.com/app/264710/reviews/
59~http://store.steampowered.com/app/255710/Cities_Skylines/?snr=1_7_7_230_150_4~Cities: Skylines~10-Mar-2015~Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.~Colossal Order Ltd.~~~73.95~http://steamcommunity.com/app/255710/reviews/
60~http://store.steampowered.com/app/10/CounterStrike/?snr=1_7_7_230_150_4~Counter-Strike~1-Nov-2000~Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.~Valve~~~27.95~http://steamcommunity.com/app/10/reviews/
61~http://store.steampowered.com/app/620/Portal_2/?snr=1_7_7_230_150_4~Portal 2~18-Apr-2011~The Perpetual Testing Initiative has been expanded to allow you to design co-op puzzles for you and your friends!~Valve~~~49.95~http://steamcommunity.com/app/620/reviews/
62~http://store.steampowered.com/app/447530/VA11_HallA_Cyberpunk_Bartender_Action/?snr=1_7_7_230_150_4~VA-11 Hall-A: Cyberpunk Bartender Action~21-Jun-2016~VA-11 HALL-A: Cyberpunk Bartender Action is a booze em' up about waifus, technology, and post-dystopia life.~Sukeban Games~~~39.95~http://steamcommunity.com/app/447530/reviews/
63~http://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer/?snr=1_7_7_230_150_4~Crypt of the NecroDancer~23-Apr-2015~Crypt of the NecroDancer is an award winning hardcore roguelike rhythm game. Move to the music and deliver beatdowns to the beat! Groove to the epic Danny Baranowsky soundtrack, or select songs from your own MP3 collection!~Brace Yourself Games~-80%~7~39.95~http://steamcommunity.com/app/247080/reviews/
64~http://store.steampowered.com/app/361420/ASTRONEER/?snr=1_7_7_230_150_4~ASTRONEER~15-Dec-2016~A game of aerospace industry and interplanetary exploration.~System Era Softworks~~~49.95~http://steamcommunity.com/app/361420/reviews/
65~http://store.steampowered.com/app/203770/Crusader_Kings_II/?snr=1_7_7_230_150_4~Crusader Kings II~14-Feb-2012~Explore one of the defining periods in world history in an experience crafted by the masters of Grand Strategy.~Paradox Development Studio~-75%~23~92.95~http://steamcommunity.com/app/203770/reviews/
66~http://store.steampowered.com/app/48700/Mount__Blade_Warband/?snr=1_7_7_230_150_4~Mount & Blade: Warband~31-Mar-2010~In a land torn asunder by incessant warfare, it is time to assemble your own band of hardened warriors and enter the fray. Lead your men into battle, expand your realm, and claim the ultimate prize: the throne of Calradia!~TaleWorlds Entertainment~~~49.99~http://steamcommunity.com/app/48700/reviews/
67~http://store.steampowered.com/app/466560/Northgard/?snr=1_7_7_230_150_4~Northgard~22-Feb-2017~Northgard is a strategy game based on Norse mythology in which you control a clan of Vikings vying for the control of a mysterious newfound continent.~Shiro Games~~~49.95~http://steamcommunity.com/app/466560/reviews/
68~http://store.steampowered.com/app/569480/Kingdoms_and_Castles/?snr=1_7_7_230_150_4~Kingdoms and Castles~20-Jul-2017~Kingdoms and Castles is a game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle.~Lion Shield, LLC~~~27.95~http://steamcommunity.com/app/569480/reviews/
69~http://store.steampowered.com/app/240/CounterStrike_Source/?snr=1_7_7_230_150_5~Counter-Strike: Source~1-Nov-2004~Just updated to include player stats, achievements, new scoreboards and more!~Valve~~~37~http://steamcommunity.com/app/240/reviews/
70~http://store.steampowered.com/app/211820/Starbound/?snr=1_7_7_230_150_5~Starbound~22-Jul-2016~You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below and gather the resources you need to repair your ship and set off to explore the...~Chucklefish~~~39.95~http://steamcommunity.com/app/211820/reviews/
71~http://store.steampowered.com/app/239030/Papers_Please/?snr=1_7_7_230_150_5~Papers, Please~8-Aug-2013~Congratulations. The October labor lottery is complete. Your name was pulled. For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint. An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.~3909~~~22~http://steamcommunity.com/app/239030/reviews/
72~http://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes/?snr=1_7_7_230_150_5~Keep Talking and Nobody Explodes~8-Oct-2015~Find yourself trapped alone in a room with a ticking time bomb. Your friends have the manual to defuse it, but they can't see the bomb, so you're going to have to talk it out – fast!~Steel Crate Games~~~39.95~http://steamcommunity.com/app/341800/reviews/
73~http://store.steampowered.com/app/238460/BattleBlock_Theater/?snr=1_7_7_230_150_5~BattleBlock Theater®~15-May-2014~Welcome to BattleBlock Theater! You’ve got no where to go but up...on stage. Play single player or co-op to free your friends and save Hatty Hattington! Jump, solve and battle your way through a mysterious theater inhabited by highly technological felines.~The Behemoth~~~31~http://steamcommunity.com/app/238460/reviews/
74~http://store.steampowered.com/app/4700/Medieval_II_Total_War/?snr=1_7_7_230_150_5~Medieval II: Total War™~15-Nov-2006~Spanning the most turbulent era in Western history, your quest for territory and power takes you through Europe, Africa, the Middle East, and even onto the shores of the New World.~The Creative Assembly																					,											Feral Interactive (Mac)																					,											Feral Interactive (Linux)~~~49.95~http://steamcommunity.com/app/4700/reviews/
75~http://store.steampowered.com/app/4780/Medieval_II_Total_War_Kingdoms/?snr=1_7_7_230_150_5~Medieval II: Total War™ Kingdoms~28-Aug-2007~Medieval II: Total War Kingdoms is the official expansion to last year's award-winning Medieval II: Total War, presenting players with all-new territories to explore, troops to command, and enemies to conquer.~The Creative Assembly																					,											Feral Interactive (Mac)																					,											Feral Interactive (Linux)~~~32.95~http://steamcommunity.com/app/4780/reviews/
76~http://store.steampowered.com/app/200710/Torchlight_II/?snr=1_7_7_230_150_5~Torchlight II~20-Sep-2012~The adventure continues in Torchlight II! An Action RPG filled with epic battles, bountiful treasure, and a fully randomized world. Bring your friends along for the journey with online and LAN multiplayer.~Runic Games~~~49.95~http://steamcommunity.com/app/200710/reviews/
77~http://store.steampowered.com/app/387290/Ori_and_the_Blind_Forest_Definitive_Edition/?snr=1_7_7_230_150_5~Ori and the Blind Forest: Definitive Edition~27-Apr-2016~“Ori and the Blind Forest” tells the tale of a young orphan destined for heroics, through a visually stunning Action-Platformer crafted by Moon Studios.~Moon Studios GmbH~~~49.9~http://steamcommunity.com/app/387290/reviews/
